"Name","Type","Category","Picture","Glass","Recipe","creme de cacao ","vodka ","absolut kurant ","grand marnier ","chambord raspberry liqueur ","midori melon liqueur ","malibu rum ","amaretto ","cranberry juice ","pineapple juice ","lager ","tequila ","light rum ","151 bacardi rum","dark creme de cacao ","cointreau ","milk ","coconut liqueur ","vanilla ice-cream ","dark rum ","orange juice ","goldschlager ","jägermeister ","rumple minze ","wild turkey ","jack daniels ","johnnie walker ","jim beam ","gin ","triple sec ","coca-cola ","sweet and sour ","bitters ","lemon ","peach vodka ","vanilla vodka ","blue curacao ","blueberry schnapps ","sour mix ","7-up ","lemon juice ","kahlua ","baileys irish cream ","frangelico ","absolut citron ","orange curacao ","strawberry liqueur ","coconut rum ","grenadine ","ginger beer ","lemon peel ","peach schnapps ","añejo rum ","ginger ale ","southern comfort ","ice ","soda water ","creme de banane ","maraschino cherry ","kirschwasser ","strawberries ","schweppes russchian ","applejack ","grapefruit juice ","white creme de menthe ","hot chocolate ","cognac ","absolut vodka ","tonic water ","orange bitters ","orange ","cherry ","sweet vermouth ","angostura bitters ","peach nectar ","sugar ","anise ","licorice root ","wormwood ","pisang ambon ","bitter lemon ","sprite ","lime juice ","champagne ","egg white ","mint ","heavy cream ","creme de cassis ","fresh lemon juice ","rum ","fruit ","salt ","fruit juice ","lemonade ","water ","dry vermouth ","vermouth ","fresh lime juice ","sugar syrup ","sherry ","strawberry schnapps ","club soda ","scotch ","apricot brandy ","lime ","peppermint schnapps ","coffee ","cream ","sloe gin ","yellow chartreuse ","light cream ","nutmeg ","lemon vodka ","blended whiskey ","bourbon ","blackberry brandy ","kummel ","ginger ","guava juice ","pineapple ","apricot ","almond flavoring ","grain alcohol ","brandy ","food coloring ","glycerine ","chocolate ice-cream ","cider ","tea ","whipped cream ","campari ","orange peel ","apple brandy ","angelica root ","almond ","allspice ","cinnamon ","coriander ","marjoram leaves ","apple juice ","berries ","apple ","apple cider ","brown sugar ","cloves ","carrot ","apple schnapps ","wine ","benedictine ","grape soda ","candy ","maui ","mountain dew ","green creme de menthe ","iced tea ","gold tequila ","cream of coconut ","lime juice cordial ","rye whiskey ","red wine ","passion fruit syrup ","crown royal ","maraschino liqueur ","sambuca ","cantaloupe ","banana ","yoghurt ","honey ","galliano ","prosecco ","carbonated water ","everclear ","kool-aid ","irish cream ","ale ","guinness stout ","chocolate syrup ","cherry brandy ","coffee liqueur ","root beer ","surge ","godiva liqueur ","butterscotch schnapps ","tomato juice ","tabasco sauce ","celery salt ","worcestershire sauce ","tia maria ","caramel sauce ","chocolate sauce ","mini-snickers bars ","passion fruit juice ","powdered sugar ","erin cream ","advocaat ","creme de mure ","egg ","peachtree schnapps ","banana liqueur ","corona ","bacardi limon ","cachaca ","white rum ","egg yolk ","cocoa powder ","cornstarch ","cherry grenadine ","port ","chocolate ","chocolate liqueur ","chocolate milk ","vanilla extract ","vanilla ","caramel coloring ","cranberries ","spiced rum ","peppermint extract ","whiskey ","hot damn ","demerara sugar ","cherry heering ","peach bitters ","blackcurrant cordial ","olive brine ","olive ","fruit punch ","dubonnet rouge ","pisco ","pineapple syrup ","st. germain ","pepper ","lavender ","condensed milk ","firewater ","absolut peppar ","dr. pepper ","beer ","sarsaparilla ","raspberry liqueur ","sirup of roses ","melon liqueur ","orange spiral ","agave syrup ","grapes ","grape juice ","carbonated soft drink ","sherbet ","corn syrup ","butter ","half-and-half ","marshmallows ","irish whiskey ","aperol ","coconut syrup ","peach brandy ","tennessee whiskey ","jello ","green chartreuse ","mint syrup ","cranberry vodka ","apfelkorn ","kiwi liqueur ","kiwi ","papaya ","cumin seed ","mango ","asafoetida ","cayenne pepper ","lime peel ","drambuie ","orgeat syrup ","tropicana ","cardamom ","black pepper ","espresso ","pina colada mix ","daiquiri mix ","absinthe ","pepsi cola ","lemon-lime soda ","oreo cookie ","coconut milk ","pink lemonade ","cherry liqueur ","raspberry syrup ","coffee brandy ","lime vodka ","black sambuca ","raspberry vodka ","ricard ","peychaud bitters ","curacao ","fennel seeds ","anisette ","blackcurrant squash ","cherries ","ouzo ","aquavit ","fresca ","yukon jack ","maple syrup ","lillet blanc ","limeade ","zima "
"duchamp's punch","alcoholic","cocktail","http://www.thecocktaildb.com/images/media/drink/g51naw1485084685.jpg","old-fashioned glass","shake all ingredients.
double strain in a chilled double old fashioned glass with abig ice cube.
garnish with a couple of lavender sprigs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2 dashes",NA,NA,NA,NA,NA,NA,NA,NA,"2.5 cl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5 cl","2.5 cl","1.5 cl","pinch","2 sprigs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"egg cream","non alcoholic","other/unknown","http://www.thecocktaildb.com/images/media/drink/mvis731484430445.jpg","coffee mug","mix syrup and milk in a fountain glass. add soda water, serve with a straw.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6 oz whole",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6 oz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2 tblsp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"egg nog #4","optional alcohol","punch / party drink","http://www.thecocktaildb.com/images/media/drink/wpspsy1468875747.jpg","punch bowl","in a small mixer bowl beat egg yolks till blended. gradually add 1/4 cup sugar, beating at high speed till thick and lemon colored. stir in milk, stir in rum, bourbon, vanilla, and salt. chill thoroughly. whip cream. wash beaters well. in a large mixer bowl beat egg whites till soft peaks form. gradually add remaining 1/4 cup sugar, beating to stiff peaks. fold yolk mixture and whipped cream into egg whites. serve immediately. sprinkle nutmeg over each serving. serve in a punch bowl or another big bowl. note: for a nonalcoholic eggnog, prepare eggnog as above, except omit the bourbon and rum and increase the milk to 3 cups.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1/2 cup",NA,NA,NA,"2 cups",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1/4 cup",NA,NA,NA,NA,NA,NA,NA,NA,"6",NA,NA,NA,NA,NA,NA,"1/4 tsp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ground",NA,NA,"1/2 cup",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1 cup",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6",NA,NA,NA,NA,NA,NA,NA,"1 tsp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"egg nog - healthy","optional alcohol","punch / party drink","http://www.thecocktaildb.com/images/media/drink/qxuppv1468875308.jpg","collins glass","whip egg substitute and sugar together, combine with the two kinds of milk, vanilla, and rum. mix well. chill over night. sprinkle with nutmeg. makes 6 servings.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3/4 cup skimmed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3 tblsp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1 tsp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1/2 cup",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1 tsp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13 oz skimmed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"egg-nog - classic cooked","optional alcohol","punch / party drink","http://www.thecocktaildb.com/images/media/drink/quxsvt1468875505.jpg","pitcher","in large saucepan, beat together eggs, sugar and salt, if desired. stir in 2 cups of the milk. cook over low heat, stirring constantly, until mixture is thick enough to coat a metal spoon and reaches 160 degrees f. remove from heat. stir in remaining 2 cups milk and vanilla. cover and regfigerate until thoroughly chilled, several hours or overnight. just before serving, pour into bowl or pitcher. garnish or add stir-ins, if desired. choose 1 or several of: chocolate curls, cinnamon sticks, extracts of flavorings, flavored brandy or liqueur, fruit juice or nectar, ground nutmeg, maraschino cherries, orange slices, peppermint sticks or candy canes, plain brandy, run or whiskey, sherbet or ice-cream, whipping cream, whipped. serve immediately.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1 qt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1/4 cup",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1/4 tsp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1 tsp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"english highball","alcoholic","ordinary drink","http://www.thecocktaildb.com/images/media/drink/dhvr7d1504519752.jpg","highball glass","pour brandy, gin, and sweet vermouth into a highball glass over ice cubes. fill with carbonated water. add the twist of lemon peel, stir, and serve. (ginger ale may be substituted for carbonated water, if preferred.)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3/4 oz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3/4 oz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3/4 oz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"english rose cocktail","alcoholic","ordinary drink","http://www.thecocktaildb.com/images/media/drink/yxwrpp1441208697.jpg","cocktail glass","rub rim of cocktail glass with lemon juice and dip rim of glass in powdered sugar. shake all ingredients (except cherry) with ice and strain into sugar-rimmed glass. top with the cherry and serve.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1 1/2 oz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1/4 tsp",NA,NA,NA,NA,NA,NA,NA,"1 tsp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3/4 oz",NA,NA,NA,NA,NA,NA,NA,"3/4 oz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"espresso martini","alcoholic","cocktail","http://www.thecocktaildb.com/images/media/drink/n0sx531504372951.jpg","cocktail glass","pour ingredients into shaker filled with ice, shake vigorously, and strain into chilled martini glass",NA,"5 cl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1 cl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1 dash",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"fahrenheit 5000","alcoholic","shot","http://www.thecocktaildb.com/images/media/drink/tysssx1473344692.jpg","shot glass","cover bottom of shot glass with tabasco sauce and then fill with half firewater and half absolut peppar.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1 dash",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1/2 oz","1/2 oz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"flaming dr. pepper","alcoholic","shot","http://www.thecocktaildb.com/images/media/drink/d30z931503565384.jpg","collins glass","add amaretto, bacardi, and vodka. mix in the dr. pepper and beer",NA,"1 oz",NA,NA,NA,NA,NA,"1 oz",NA,NA,NA,NA,NA,"1 oz ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1 oz","1 oz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
